montant,nb_achats,recence,satisfaction
105.85,1,33.56,4.0
43.22,1,126.73,5.0
95.1,1,75.89,5.0
124.92000000000002,1,159.53,4.0
51.0,1,220.77,1.0
95.21,1,402.99,4.0
40.24,1,46.55,5.0
117.35,1,446.49,5.0
33.33,1,7.08,2.0
335.47,1,188.85,5.0
78.2,1,151.97,5.0
85.60000000000001,1,516.89,5.0
48.71,1,230.94,5.0
66.78,1,420.41,5.0
101.34,1,354.9,5.0
43.0,1,478.62,4.0
183.61,1,237.56,5.0
193.2,1,268.5,3.0
644.31,1,567.49,4.0
67.58,1,7.49,5.0
72.14,1,282.4,5.0
118.71,1,25.6,5.0
189.1,1,170.73,4.0
92.76,1,30.17,5.0
190.57,1,288.85,5.0
210.22,1,129.48,5.0
31.66,1,350.44,5.0
32.0,2,382.65,5.0
108.97,1,20.01,4.0
63.1,1,185.38,5.0
44.13,2,109.86,5.0
32.0,4,334.8,1.0
106.87,1,238.38,4.0
130.9,1,370.54,1.0
96.8,1,246.52,5.0
93.3,1,233.41,4.0
35.01,2,509.46,5.0
274.82,1,553.36,5.0
26.0,2,437.61,2.0
97.28,1,88.68,5.0
198.68,1,74.56,4.0
87.36,1,97.59,5.0
77.57,1,305.65,5.0
156.19,1,298.89,5.0
61.32,1,63.48,5.0
121.62,1,226.38,3.0
49.14,1,256.76,5.0
149.7,1,209.45,3.0
113.62,2,320.62,5.0
169.73000000000002,1,169.8,1.0
372.42,1,26.53,4.0
94.77,1,60.76,3.0
99.14,1,13.5,4.0
49.34,1,235.4,4.0
277.64000000000004,1,280.35,5.0
27.78,1,112.81,5.0
43.09,1,181.75,1.0
149.89,1,25.54,3.0
156.73000000000002,1,460.44,5.0
59.33,1,494.77,5.0
112.94,2,282.87,4.0
144.95999999999998,1,119.42,2.0
103.01,1,181.7,3.0
232.07,1,137.47,5.0
184.95,1,16.67,5.0
210.08,2,59.99,5.0
59.37,2,37.96,3.0
83.60000000000001,1,118.42,5.0
218.73,1,41.91,5.0
209.2,1,146.87,5.0
169.44,3,264.7,5.0
85.21000000000001,1,157.97,5.0
76.78,1,452.0,3.0
38.42,1,578.78,5.0
44.09,1,419.41,5.0
70.72,1,270.75,5.0
46.78,1,194.9,5.0
45.0,1,202.99,5.0
88.29,1,39.98,5.0
70.72,1,341.51,4.0
92.89,1,180.95,1.0
48.24,1,396.86,1.0
213.65,1,344.85,4.0
104.37,1,250.78,5.0
739.7900000000001,1,29.94,5.0
90.18,1,391.47,5.0
72.18,1,13.56,5.0
413.75,1,479.63,3.0
50.01,1,324.84,5.0
169.1,1,145.82,1.0
48.1,1,377.81,5.0
98.82,1,196.31,5.0
52.2,15,580.43,5.0
122.27,1,396.69,5.0
61.1,1,211.37,5.0
195.5,1,323.9,3.0
123.54,2,78.48,1.0
108.9,1,440.4,4.0
118.07,1,436.46,3.0
64.98,1,110.28,1.0
63.6,1,208.71,5.0
58.13,1,129.78,5.0
309.35,1,96.5,5.0
111.67,1,178.67,4.0
143.26999999999998,1,89.54,5.0
64.11,1,369.69,5.0
197.5,1,390.59,4.0
108.06,1,275.83,5.0
157.12,1,216.43,5.0
139.56,2,111.93,1.0
168.85,1,22.83,4.0
206.84,1,319.0,5.0
144.82,1,35.62,5.0
43.05,1,551.24,5.0
64.1,1,298.67,4.0
72.15,2,283.55,5.0
396.2,1,391.5,5.0
241.27,1,217.8,1.0
195.32,1,458.91,5.0
247.85,3,287.92,5.0
147.99,1,581.48,4.0
70.06,3,96.91,4.0
141.32,1,414.93,5.0
300.49,1,226.51,5.0
57.83,1,97.0,5.0
184.57,1,160.01,5.0
92.5,1,92.82,4.0
62.41,1,282.45,5.0
479.77,1,210.36,4.0
199.0,1,117.57,4.0
138.95,1,26.83,4.0
234.05,7,89.77,1.0
60.96,1,534.78,5.0
1023.87,1,100.05,4.0
120.84,1,572.74,3.0
40.22,1,170.65,1.0
63.44,2,108.99,5.0
95.48,1,148.61,5.0
84.93,1,282.8,5.0
227.27,1,430.66,4.0
111.85,2,498.59,5.0
111.17,1,34.64,4.0
273.88,1,61.34,5.0
53.68,2,191.87,5.0
93.48,1,273.47,5.0
436.69,1,439.97,5.0
82.12,1,322.49,2.0
520.65,1,425.71,5.0
51.84,2,271.44,3.0
196.14,2,179.6,4.0
236.21,1,384.79,3.0
18.87,1,88.78,4.0
31.72,1,143.48,3.0
42.01,1,188.67,5.0
44.42,1,587.41,1.0
48.3,1,39.48,4.0
429.29,1,283.33,5.0
53.61,1,274.71,5.0
56.86,1,559.42,2.0
63.1,1,321.7,4.0
65.95,1,515.72,1.0
184.77,2,313.67,4.0
162.25,1,182.87,1.0
326.92,1,283.32,5.0
105.81,1,72.77,5.0
128.55,1,219.92,2.0
146.64,1,198.75,3.0
159.56,1,282.69,5.0
79.28999999999999,1,178.67,4.0
76.75999999999999,2,278.95,5.0
164.52,1,259.39,5.0
27.77,1,460.75,4.0
36.14,2,167.63,5.0
39.09,1,343.74,1.0
71.16,1,144.93,5.0
145.99,1,211.91,5.0
83.25,1,117.88,5.0
65.78,1,239.34,5.0
61.75,2,397.6,5.0
404.72,1,68.84,5.0
39.13,1,101.91,5.0
44.0,1,379.79,4.0
21.85,1,390.65,5.0
114.35,1,237.41,2.0
65.71000000000001,1,383.85,5.0
157.42000000000002,1,253.47,5.0
352.97,1,486.72,4.0
74.25,1,178.66,5.0
133.93,1,23.42,5.0
828.04,1,163.72,5.0
107.27,1,538.54,5.0
33.51,1,530.97,3.0
25.04,1,27.6,5.0
109.76,1,152.7,5.0
150.89,4,565.8,4.0
222.62,1,32.56,5.0
199.07,1,269.42,5.0
268.81,1,42.38,4.0
37.77,1,258.98,3.0
69.37,4,153.78,4.5
106.16,2,237.95,2.0
304.35,1,230.4,2.0
385.74,2,45.56,3.5
308.3,1,326.67,5.0
137.74,1,135.69,4.0
203.3,1,452.46,1.0
293.92,1,83.49,3.0
164.98,1,174.52,1.0
40.29,1,167.73,5.0
208.74,3,405.73,5.0
81.31,1,98.87,5.0
47.38,1,165.31,3.0
216.0,1,91.35,5.0
101.63,1,419.8,5.0
169.84,1,287.54,3.0
52.59,1,353.62,5.0
134.08,1,32.39,5.0
111.61,1,133.6,4.0
122.27,1,115.77,5.0
144.66,1,186.47,4.0
417.16,1,189.67,1.0
61.05,1,331.95,4.0
37.85,1,36.47,5.0
103.55,1,439.9,4.0
225.13,1,186.93,1.0
111.02,1,446.5,1.0
179.6,1,290.47,1.0
68.35,1,17.4,4.0
61.22,1,157.93,3.0
36.75,1,227.78,5.0
136.56,1,158.4,5.0
108.96,1,283.63,4.0
125.7,1,450.8,5.0
73.47,1,422.62,4.0
34.24,1,498.8,4.0
237.52,1,173.71,4.0
67.49,1,48.78,1.0
50.34,1,228.87,4.0
242.37,1,448.93,5.0
187.7,1,341.93,3.0
159.16,1,45.63,5.0
123.49,1,44.6,5.0
33.51,2,514.84,3.0
73.49,1,25.83,4.0
31.75,2,440.88,3.0
368.7,1,271.35,5.0
47.59,2,301.51,5.0
211.17,1,281.9,5.0
158.28,1,33.43,5.0
175.28,1,476.95,3.0
95.74,1,65.98,5.0
40.76,1,254.76,4.0
82.14,1,531.89,4.0
68.01,1,502.88,4.0
43.09,1,390.63,5.0
117.08,1,447.27,1.0
137.03,1,17.94,4.0
30.23,1,138.69,5.0
117.68,1,438.68,4.0
62.78,1,188.88,1.0
27.77,1,255.76,5.0
37.22,1,173.45,5.0
49.87,1,171.53,5.0
55.0,1,286.85,5.0
212.73,1,413.71,5.0
242.03,1,369.66,1.0
46.69,1,351.63,4.0
111.81,1,112.71,5.0
71.58,1,39.0,5.0
94.35,1,294.5,5.0
208.46,1,59.77,3.0
97.71,1,397.88,5.0
161.65,1,592.9,4.0
25.7,1,273.58,5.0
86.31,1,32.66,3.0
108.93,1,336.83,5.0
146.0,1,75.65,4.0
978.97,1,202.45,5.0
60.1,1,219.48,4.0
20.16,1,109.95,4.0
478.9,1,109.25,5.0
115.8,5,103.98,5.0
55.0,1,472.86,5.0
59.83,1,579.6,5.0
686.41,1,116.44,5.0
111.02,1,280.66,5.0
60.0,1,191.94,4.0
56.79,1,446.39,4.0
226.95,1,81.96,5.0
506.29,1,83.84,5.0
219.63,1,333.69,5.0
675.01,1,349.67,4.0
365.37,1,457.79,5.0
251.28,1,576.23,5.0
73.84,1,301.86,5.0
95.21,1,448.56,5.0
109.18,1,184.46,5.0
192.55,1,153.92,5.0
40.01,1,451.47,4.0
99.94,2,427.8,4.0
37.13,1,123.86,5.0
313.29,1,399.48,3.0
57.09,1,484.42,5.0
318.34000000000003,1,384.95,5.0
167.54999999999998,1,131.12,5.0
284.54999999999995,1,34.74,1.0
90.62,2,90.46,5.0
45.86,1,543.39,5.0
154.81,1,116.0,2.0
310.44,1,159.42,5.0
2960.05,1,168.75,4.0
37.04,1,115.88,5.0
128.08,1,293.34,4.0
44.09,1,203.72,1.0
72.38,1,172.93,5.0
203.43,1,452.64,2.0
67.81,1,161.76,5.0
366.9,1,186.45,5.0
223.68,1,378.65,4.0
80.08,1,523.98,5.0
96.2,1,515.98,4.0
401.3,1,184.67,1.0
55.33,1,131.59,1.0
43.54,1,38.43,5.0
36.62,1,264.51,5.0
170.74,1,95.7,4.0
521.73,3,263.61,1.0
37.61,1,417.72,1.0
97.74,1,348.48,4.0
348.46,1,235.79,4.0
166.35,1,231.52,5.0
29.69,1,163.52,4.0
309.07,1,332.9,5.0
22.88,2,461.77,2.0
233.61,1,30.76,5.0
44.78,1,451.64,5.0
33.95,1,585.84,4.0
40.96,1,80.46,5.0
38.39,2,555.76,3.0
193.82,1,47.78,5.0
99.43,2,299.39,3.0
185.61,1,537.71,5.0
268.0,1,281.48,1.0
57.97,1,29.93,2.0
57.77,1,324.92,5.0
83.41000000000001,1,405.65,5.0
113.45,1,212.7,4.0
63.69,1,195.76,1.0
13.54,5,73.96,1.0
121.7,1,146.06,5.0
36.65,1,223.72,5.0
165.29,1,230.92,5.0
39.85,6,187.42,1.0
47.46,1,14.4,5.0
200.35,1,20.52,5.0
33.0,1,253.57,3.0
120.8,1,16.47,5.0
172.62,1,225.83,5.0
54.0,4,231.43,1.0
65.62,1,281.67,2.0
135.92000000000002,2,470.57,4.0
45.91,2,31.62,5.0
83.15,1,24.37,5.0
84.23,1,476.62,5.0
672.52,2,200.36,4.0
129.32,1,345.92,4.0
122.67000000000002,1,37.9,4.0
63.13,1,179.7,5.0
87.05,1,228.15,4.0
39.19,2,94.54,4.0
260.36,1,258.35,5.0
40.53,2,346.46,4.5
91.18,1,209.83,2.0
100.95,1,193.97,1.0
61.01,1,228.46,5.0
199.72,2,198.74,4.0
71.08,1,6.52,5.0
78.55000000000001,1,34.48,4.0
34.0,1,212.87,1.0
165.26,1,75.43,5.0
37.43,4,65.4,5.0
177.28,1,115.42,5.0
313.39,1,323.53,5.0
223.41000000000005,1,148.82,5.0
154.85,2,128.89,5.0
79.98,1,366.92,5.0
95.58,1,698.07,1.0
77.28999999999999,1,530.66,5.0
315.76,1,388.48,5.0
42.96,1,525.61,5.0
253.23,1,33.89,5.0
32.379999999999995,1,163.82,1.0
139.99,1,174.69,1.0
43.68,1,278.69,5.0
69.9,1,100.01,5.0
38.75,1,411.7,3.0
91.39,1,155.68,5.0
167.13,1,340.96,5.0
131.04,1,269.94,5.0
155.73,1,274.92,5.0
389.99,1,429.79,5.0
76.66,1,269.76,1.0
54.38,1,89.35,5.0
23.88,1,96.76,5.0
222.13,1,61.96,5.0
106.23,2,500.46,5.0
101.3,6,123.88,3.5
147.64,1,507.88,5.0
170.0,1,34.85,5.0
138.94,1,50.69,4.0
33.71,1,194.29,1.0
510.22,1,66.08,5.0
96.22,1,249.54,5.0
34.129999999999995,1,48.91,5.0
71.61,1,8.97,4.0
122.33,1,155.94,1.0
442.26,1,248.46,5.0
119.47,1,63.59,2.0
44.9,1,32.86,5.0
112.08,1,508.54,5.0
228.28,1,41.61,5.0
178.27,1,262.37,5.0
73.84,1,278.56,5.0
54.11,1,339.86,5.0
401.37,1,377.94,5.0
82.9,1,129.66,5.0
112.96,1,64.54,4.0
235.19,2,464.81,5.0
43.5,2,284.64,5.0
93.78,1,350.36,5.0
130.56,1,389.53,5.0
59.66,1,118.37,2.0
156.09,2,502.87,5.0
42.76,1,27.47,3.0
234.95,1,420.6,4.0
51.1,1,463.46,5.0
489.09,1,181.75,5.0
107.74,6,38.83,5.0
116.46,1,209.36,5.0
55.15,5,209.7,5.0
239.77,1,208.72,5.0
114.77,1,501.61,4.0
2153.35,1,106.6,5.0
1391.35,1,50.08,1.0
40.29,1,145.57,3.0
163.92,1,152.94,1.0
96.22,1,315.52,4.0
115.45,1,148.4,5.0
44.1,1,282.32,5.0
25.72,1,491.54,5.0
189.37,1,183.6,4.0
27.45,1,154.55,5.0
45.22,1,120.73,5.0
18.62,6,605.7,5.0
279.7,1,447.69,4.0
148.23,1,39.58,4.0
35.17,1,453.72,5.0
134.59,1,290.78,5.0
104.36,2,292.96,4.0
134.04000000000002,1,75.6,4.0
107.65,1,115.87,5.0
32.77,1,137.63,5.0
31.38,1,387.25,5.0
45.61,1,426.67,3.0
319.53,1,528.84,5.0
127.64,6,68.51,1.0
82.56,1,62.01,4.0
38.0,1,557.64,3.0
212.8,1,308.44,5.0
36.94,1,29.7,1.0
33.34,1,24.56,5.0
31.78,1,394.85,5.0
213.31,1,166.36,4.0
464.05,1,239.38,4.0
46.01,1,481.81,5.0
571.73,1,152.75,5.0
278.07,1,544.39,3.0
115.48,1,137.37,5.0
47.96,1,88.94,5.0
102.16,1,110.48,5.0
49.24,1,376.92,5.0
119.79,2,16.73,5.0
28.81,2,276.98,1.0
105.08,1,323.01,5.0
167.29000000000002,1,344.72,5.0
38.27,1,397.68,5.0
92.8,1,275.61,5.0
95.3,1,41.99,3.0
344.55,1,216.38,4.0
64.44,2,69.83,4.0
97.57,1,16.99,5.0
200.91,2,77.92,4.0
63.27,2,201.81,2.0
106.21,1,210.51,5.0
115.02,1,522.8,3.0
62.3,1,228.74,5.0
289.18,1,74.68,5.0
81.74,1,17.57,5.0
81.81,1,137.02,1.0
104.8,1,492.35,1.0
40.09,1,259.84,5.0
19.64,1,125.73,5.0
97.99,2,513.48,4.0
99.95,3,230.27,4.0
193.67,1,167.7,4.0
95.88,2,275.59,4.0
83.75,1,101.73,5.0
52.13,1,17.36,5.0
38.64,1,578.45,5.0
141.32999999999998,1,308.55,5.0
72.34,2,168.57,5.0
128.88,1,548.37,5.0
46.78,2,458.92,3.0
44.18,1,50.34,5.0
205.19,1,440.45,5.0
239.95,1,568.32,5.0
99.33,2,287.87,4.0
447.68,1,33.77,5.0
76.65,1,279.31,5.0
321.58,1,427.8,4.0
51.01,1,207.83,3.0
84.54,1,35.56,5.0
122.53,1,49.81,4.0
33.51,1,531.53,1.0
73.25,1,166.83,3.0
390.47,1,247.38,5.0
270.45,1,273.77,5.0
216.17,2,97.48,5.0
251.82,1,490.91,5.0
80.2,1,313.34,5.0
50.42,1,485.68,5.0
75.68,1,48.73,4.0
39.51,1,511.43,4.0
44.42,2,556.64,4.0
156.64,1,320.85,4.0
39.6,1,278.57,1.0
78.17,1,472.51,3.0
64.65,1,532.54,2.0
373.82,1,256.83,5.0
58.01,1,184.87,5.0
32.629999999999995,1,35.57,4.0
1725.64,1,188.45,5.0
79.28999999999999,1,101.96,5.0
163.95,1,145.73,5.0
120.39,1,294.93,5.0
285.63,1,354.84,5.0
47.150000000000006,3,60.74,5.0
316.3,1,319.71,5.0
326.53,1,334.77,4.0
208.17,1,544.46,1.0
87.75,1,91.86,2.0
40.86,1,559.43,3.0
118.35,2,68.84,4.0
77.57,2,313.81,5.0
233.04,1,432.52,3.0
352.94,1,349.77,5.0
400.92,2,483.04,4.5
69.72,1,355.81,5.0
24.270000000000003,3,186.63,1.0
193.03,1,182.74,5.0
57.23,1,110.36,4.0
183.97,1,81.96,5.0
237.07,1,280.72,3.0
92.2,1,31.55,5.0
138.70999999999998,1,91.97,4.0
115.02,1,499.9,1.0
112.39,1,202.8,5.0
96.89,1,17.86,4.0
30.48,1,110.98,5.0
99.89,1,42.92,5.0
36.69,1,251.89,4.0
134.82999999999998,1,278.6,5.0
149.04000000000002,1,44.76,5.0
163.68,1,229.92,5.0
89.48,2,114.77,5.0
102.64,1,226.76,4.0
37.37,1,10.67,5.0
131.54,1,194.47,2.0
137.31,1,94.83,3.0
107.54,1,242.53,5.0
200.35,1,165.72,4.0
116.85,1,205.76,3.0
50.68,1,127.88,5.0
719.74,1,97.93,5.0
175.77,1,178.66,4.0
37.96,3,281.89,1.0
45.86,1,527.44,1.0
161.62,1,285.42,4.0
286.64,1,430.54,5.0
45.49,1,66.39,5.0
74.16,1,224.31,5.0
55.02,3,446.55,4.0
78.71,1,256.82,3.0
81.03,2,9.89,5.0
420.13,1,369.61,1.0
78.64,1,318.73,5.0
124.93,1,78.6,5.0
86.02000000000001,1,229.6,3.0
637.81,1,571.9,5.0
55.22,2,112.91,1.0
130.65,1,105.53,5.0
106.58,1,520.47,4.0
147.65,1,443.4,5.0
94.63,1,525.48,5.0
66.87,1,229.74,5.0
66.06,1,420.9,5.0
89.16999999999999,1,116.83,3.0
173.73999999999998,1,32.6,4.0
91.18,1,286.41,5.0
220.54,1,472.88,5.0
268.84,1,22.53,5.0
42.62,3,241.44,2.333333333333333
34.0,1,200.62,5.0
61.07,4,251.89,5.0
141.5,1,207.71,1.0
36.35,1,304.59,5.0
81.00999999999999,1,179.4,4.0
514.41,1,121.76,2.0
127.01,1,295.27,4.0
186.49,1,69.77,5.0
558.16,1,223.58,5.0
131.76,1,10.88,5.0
193.49,2,87.99,3.0
214.17,1,19.82,4.0
123.52,1,182.6,5.0
37.0,1,183.85,4.0
65.6,1,116.88,5.0
26.71,1,492.81,4.0
203.23,1,13.88,5.0
164.06,1,397.57,4.0
216.83,1,225.85,4.0
134.48000000000002,1,318.86,5.0
127.95,1,196.81,5.0
74.16,1,282.52,5.0
137.47,1,118.54,5.0
122.99,1,580.55,5.0
64.13,1,130.89,5.0
116.36,2,230.49,5.0
148.89,1,290.74,5.0
48.79,2,73.51,5.0
167.52,1,173.73,1.0
124.41,3,122.92,5.0
200.91,1,186.51,1.0
35.77,1,274.61,4.0
113.62,1,211.66,4.0
51.65,2,325.05,5.0
48.82,1,160.67,5.0
93.3,2,175.84,5.0
58.62,1,322.49,1.0
146.47,1,343.95,1.0
118.07,1,139.67,5.0
95.31,1,138.55,5.0
110.07,1,146.33,5.0
134.57999999999998,1,468.41,4.0
150.37,1,42.51,4.0
463.15,1,545.67,5.0
203.39,1,55.63,5.0
161.70000000000002,1,189.47,3.0
76.65,1,312.5,5.0
67.36,1,166.47,4.0
41.62,1,475.47,3.0
31.91,1,29.93,1.0
185.94,1,299.4,5.0
116.62,1,39.8,5.0
228.34,1,37.52,5.0
85.98,2,516.98,1.0
34.03,1,179.93,4.0
153.9,1,327.78,4.0
31.29,4,88.85,1.0
338.96000000000004,1,492.66,5.0
73.27,2,95.91,1.0
83.95,1,186.63,3.0
172.16,1,51.33,1.0
16.96,1,519.52,5.0
103.46,3,278.91,3.0
90.84,1,521.05,4.0
66.00999999999999,2,281.53,5.0
47.94,1,126.85,5.0
131.06,1,126.59,4.0
148.15,1,327.53,5.0
93.3,1,217.83,4.0
39.09,1,277.77,5.0
44.23,1,119.36,5.0
193.98,5,20.03,5.0
155.98000000000002,1,48.0,4.0
37.0,1,441.61,5.0
106.69,1,561.73,4.0
80.77,1,571.39,5.0
84.63999999999999,1,33.7,4.0
63.1,1,249.89,4.0
51.79,1,138.99,5.0
111.07,1,519.85,5.0
220.46,1,338.32,5.0
201.96,1,139.95,4.0
106.25,1,195.46,5.0
67.59,6,320.69,5.0
52.37,1,148.39,5.0
35.53,1,262.62,5.0
50.15,1,174.0,5.0
48.34,1,185.65,5.0
218.63,1,424.53,5.0
51.22,1,120.52,5.0
85.84,1,201.31,5.0
116.65,1,164.9,3.0
288.13,1,322.4,5.0
101.34,1,268.52,5.0
69.32,2,118.52,5.0
50.34,1,492.91,4.0
105.28,1,390.95,4.0
139.01,1,19.9,5.0
41.16,2,13.36,5.0
46.0,1,241.58,3.0
89.44999999999999,1,131.81,5.0
88.19,1,27.64,5.0
78.6,1,536.71,5.0
1350.5,1,547.75,1.0
105.77,1,460.72,4.0
33.230000000000004,1,153.02,5.0
77.38,2,483.51,5.0
57.17,3,255.96,2.333333333333333
162.65,1,232.44,5.0
47.68,2,578.98,1.0
53.88,1,148.97,4.0
66.31,1,479.66,5.0
32.33,1,41.69,4.0
63.23,1,116.66,5.0
64.1,1,404.82,5.0
246.36,1,424.49,4.0
97.8,1,478.35,5.0
118.43,1,104.82,5.0
68.22,2,110.75,1.0
19.26,1,28.91,5.0
39.62,1,358.63,5.0
45.09,1,326.0,5.0
70.15,1,213.31,5.0
30.270000000000003,1,279.65,1.0
363.74,1,579.62,5.0
101.7,2,271.66,1.0
66.42,1,50.0,1.0
123.03,1,533.37,5.0
204.3,2,380.8,2.0
96.9,1,187.5,5.0
104.38,1,270.59,4.0
100.9,1,29.74,5.0
85.36,1,202.77,5.0
63.37,1,303.74,5.0
94.74,1,67.63,5.0
211.85,1,179.71,4.0
161.86,1,197.36,1.0
87.18,2,40.69,5.0
85.60000000000001,1,543.27,4.0
36.35,1,247.64,5.0
65.28,1,469.66,5.0
65.55,1,520.65,1.0
50.09,1,320.4,3.0
32.1,1,432.9,4.0
117.79,1,29.02,1.0
77.57,2,354.81,5.0
116.85,1,213.83,1.0
38.82,1,495.97,5.0
37.77,1,252.63,5.0
53.62,1,39.52,5.0
423.26,2,603.62,1.0
178.36,1,297.95,5.0
46.92,1,103.72,5.0
27.4,1,11.93,4.0
54.89,1,84.79,5.0
239.64,1,584.57,5.0
131.07,1,455.52,5.0
65.9,3,100.46,4.0
43.0,1,17.53,5.0
1635.51,1,209.47,5.0
167.01999999999998,1,85.88,5.0
129.78,1,146.81,5.0
50.91,2,10.9,5.0
57.46,1,161.48,4.0
141.76,2,159.99,1.0
152.08,2,356.45,5.0
114.56,1,265.67,4.0
128.43,1,69.9,5.0
39.41,1,76.47,4.0
403.95,1,298.52,4.0
224.48,1,297.77,5.0
212.5,1,280.32,5.0
43.37,1,226.8,5.0
40.79,1,175.79,3.0
160.57000000000002,1,296.9,5.0
2733.63,1,255.7,1.0
322.37,1,154.6,5.0
101.19,1,543.71,5.0
73.34,1,457.83,5.0
23.29,1,46.83,5.0
312.59,1,387.93,5.0
137.48000000000002,1,543.56,4.0
99.9,1,124.37,4.0
143.48000000000002,1,532.53,5.0
57.1,1,283.49,1.0
236.88,1,393.35,5.0
118.1,1,281.85,4.0
41.84,1,453.81,4.0
59.1,2,435.87,3.0
45.7,1,565.73,5.0
32.72,1,103.6,5.0
98.38,3,383.8,5.0
191.89,1,28.81,5.0
39.09,1,181.92,5.0
54.0,1,274.58,4.0
173.82,1,298.32,5.0
71.05,2,200.48,3.0
48.42,1,134.75,4.0
256.16,1,189.5,1.0
99.9,1,124.81,5.0
100.95,1,464.57,5.0
290.15,1,382.51,5.0
80.52,1,208.37,5.0
133.04999999999998,1,570.44,3.0
53.9,1,125.93,3.0
77.97,1,128.55,4.0
235.28,1,257.67,5.0
242.89,1,377.7,3.0
179.41,1,539.41,2.0
164.07999999999998,1,27.4,5.0
54.09,1,193.7,5.0
54.33,1,17.0,5.0
364.99,1,271.86,5.0
198.94,1,109.87,5.0
186.89,2,223.03,2.0
111.55,1,491.93,5.0
293.22,1,491.44,5.0
83.32,1,110.67,4.0
80.55,1,490.65,5.0
138.05,1,297.87,5.0
29.79,1,73.51,5.0
84.14,1,436.77,5.0
122.43,1,22.51,1.0
1821.87,1,205.93,1.0
56.5,1,44.96,5.0
141.23,1,567.43,4.0
204.83,4,208.68,5.0
209.3,1,560.55,1.0
293.97,2,367.98,4.0
70.72,1,347.98,5.0
70.78999999999999,1,261.85,1.0
21.88,1,184.79,4.0
73.25,1,88.48,5.0
51.440000000000005,1,551.97,5.0
159.82,1,264.33,5.0
202.82,1,426.72,3.0
49.32,1,132.84,1.0
654.41,1,235.68,5.0
36.1,1,350.54,5.0
76.17,1,306.43,5.0
38.6,3,403.7,5.0
116.63,1,98.74,2.0
124.42,1,368.81,5.0
51.09,1,461.56,3.0
102.87,1,321.68,5.0
125.29,1,319.46,5.0
83.41000000000001,1,420.87,5.0
166.81,1,413.49,4.0
106.84,1,383.9,5.0
33.230000000000004,1,133.9,5.0
137.99,1,400.87,5.0
99.54,2,215.54,3.5
63.23,3,25.75,4.0
114.81,1,17.85,5.0
96.21,2,159.68,1.0
94.4,1,280.37,5.0
43.6,1,173.34,5.0
59.75,1,368.85,5.0
135.51,1,241.88,5.0
101.25,1,291.86,5.0
209.23,1,356.78,5.0
57.23,1,135.56,1.0
76.19,1,471.9,4.0
50.73,1,173.97,4.0
44.28,1,34.43,5.0
24.39,1,26.81,4.0
144.95999999999998,1,94.9,5.0
32.62,1,573.91,5.0
1775.26,1,261.83,1.0
179.98000000000002,2,152.72,3.0
37.72,1,551.46,4.0
115.45,1,350.68,1.0
67.5,1,212.5,5.0
311.59,1,201.69,5.0
28.5,1,201.73,5.0
114.34,1,445.74,5.0
67.61,1,160.78,5.0
142.29999999999998,1,232.4,5.0
120.61,1,180.56,1.0
101.01,1,22.58,5.0
69.84,2,514.46,5.0
34.72,1,568.61,5.0
149.03,1,145.57,2.0
63.41,1,289.91,5.0
42.0,2,197.91,4.5
218.64,1,207.6,5.0
226.5,1,340.55,5.0
238.16000000000005,1,28.66,1.0
669.4,1,22.6,5.0
63.34,1,189.76,4.0
59.6,1,268.68,4.0
377.07,1,90.75,4.0
117.74,1,113.46,5.0
729.17,1,193.61,4.0
54.44,2,86.37,5.0
264.31,1,18.41,4.0
139.91,1,550.73,5.0
154.14,1,422.91,5.0
1237.81,1,369.7,4.0
128.67,1,95.53,5.0
47.23,1,137.92,5.0
246.88,1,114.0,5.0
39.52,1,546.53,5.0
51.13,1,118.56,4.0
56.63,1,361.79,5.0
37.72,1,208.9,5.0
319.89,1,326.35,4.0
189.33,1,172.84,1.0
44.23,1,698.99,5.0
203.08,1,152.97,5.0
170.13,6,447.92,4.0
60.37,3,235.73,5.0
96.8,1,270.64,5.0
504.32,1,106.85,1.0
47.71,1,110.77,4.0
139.22,1,25.94,3.0
135.63,1,28.51,4.0
112.3,1,185.56,3.0
1196.78,1,348.78,2.0
40.85,1,412.44,5.0
171.84,1,31.58,4.0
48.43,1,46.96,5.0
38.89,1,199.24,1.0
60.370000000000005,1,117.66,5.0
102.74,1,327.65,4.0
78.2,2,87.93,1.0
194.53,1,353.35,5.0
90.74,1,342.99,1.0
83.13000000000001,1,276.4,5.0
76.38,1,153.99,4.0
208.57,1,360.0,5.0
680.26,1,104.0,5.0
56.5,1,379.35,4.0
195.6,1,61.71,4.0
35.19,1,21.46,5.0
319.63,2,327.45,5.0
37.61,1,116.42,5.0
126.95,1,511.54,5.0
53.0,1,195.51,4.0
743.82,1,277.92,5.0
61.01,1,279.59,5.0
77.65,1,53.49,5.0
39.01,1,238.42,4.0
68.94,1,161.71,4.0
714.91,1,540.54,2.0
128.62,1,512.44,5.0
40.09,1,283.25,5.0
87.16000000000001,1,222.88,5.0
116.94,1,225.7,5.0
312.62,1,144.04,1.0
310.81,1,288.62,5.0
33.75,1,218.48,5.0
80.2,1,468.03,5.0
125.33,2,89.73,2.0
91.79,1,86.92,5.0
108.44,1,97.44,5.0
195.0,1,475.52,5.0
186.1,2,48.39,5.0
56.05,1,329.99,1.0
82.67,1,249.84,5.0
64.09,1,187.74,5.0
248.85,1,243.89,3.0
54.08,1,296.76,4.0
145.0,1,115.86,5.0
147.78,1,84.03,5.0
201.53,1,495.69,3.0
